batch,tree,distance,sort
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.88,20017427,original
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.88,17119779,lxi
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.89,20021331,original
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.89,17650036,lxi
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.9,20021331,original
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.9,17650154,lxi
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.90,20021331,original
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.90,17653403,lxi
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.91,20017427,original
pars_ml,./data/10b/parsimony_trees/RAxML_result.T2.RUN.91,17120492,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.0,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.0,17121231,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.1,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.1,17650425,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.10,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.10,17117511,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.100,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.100,17120492,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.101,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.101,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.102,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.102,17650345,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.103,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.103,17106110,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.104,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.104,17655022,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.105,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.105,17115599,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.106,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.106,17108637,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.107,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.107,17109918,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.11,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.11,17655022,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.12,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.12,17654576,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.13,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.13,17653239,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.14,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.14,17120903,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.15,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.15,17652839,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.16,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.16,17653403,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.17,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.17,17650345,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.18,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.18,17652432,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.19,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.19,17115599,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.2,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.2,17120903,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.20,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.20,17653789,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.21,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.21,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.22,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.22,17654117,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.23,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.23,17654117,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.24,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.24,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.25,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.25,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.26,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.26,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.27,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.27,17652573,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.28,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.28,17117078,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.29,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.29,17650621,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.3,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.3,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.30,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.30,17649296,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.31,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.31,17114992,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.32,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.32,17653139,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.33,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.33,17655022,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.34,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.34,17653789,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.35,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.35,17650621,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.36,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.36,17652432,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.37,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.37,17654576,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.38,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.38,17104315,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.39,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.39,17653272,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.4,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.4,17651850,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.40,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.40,17655149,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.41,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.41,17117178,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.42,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.42,17108637,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.43,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.43,17106110,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.44,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.44,17117078,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.45,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.45,17120844,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.46,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.46,17653403,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.47,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.47,17652839,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.48,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.48,17114992,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.49,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.49,17654576,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.5,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.5,17106110,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.50,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.50,17653403,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.51,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.51,17106110,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.52,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.52,17654117,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.53,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.53,17649366,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.54,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.54,17652432,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.55,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.55,17650154,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.56,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.56,17651850,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.57,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.57,17654117,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.58,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.58,17119779,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.59,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.59,17120903,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.6,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.6,17649366,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.60,20021331,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.60,17652573,lxi
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.61,20017427,original
rand_ml,./data/10b/random_trees/RAxML_result.T1.RUN.61,17119561,lxi
