batch,tree,distance,sort
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.0,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.0,18097859,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.1,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.1,18154515,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.10,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.10,18162362,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.11,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.11,18162362,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.12,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.12,18162298,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.13,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.13,18176037,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.14,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.14,18162298,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.15,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.15,18154421,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.16,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.16,18098122,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.17,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.17,18162614,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.18,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.18,18084020,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.19,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.19,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.2,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.2,18168638,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.20,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.20,18175973,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.21,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.21,18086521,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.22,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.22,18162362,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.23,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.23,18162362,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.24,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.24,18162368,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.25,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.25,18168417,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.26,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.26,18168417,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.27,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.27,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.28,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.28,18168575,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.29,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.29,18154556,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.3,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.3,18154587,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.30,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.30,18176220,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.31,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.31,18162614,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.32,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.32,18176037,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.33,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.33,18176037,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.34,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.34,18162368,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.35,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.35,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.36,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.36,18098050,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.37,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.37,18154587,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.38,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.38,18168417,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.39,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.39,18086721,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.4,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.4,18100269,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.40,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.40,18162298,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.41,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.41,18098122,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.42,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.42,18168575,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.43,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.43,18176037,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.44,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.44,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.45,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.45,18162368,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.46,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.46,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.47,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.47,18168638,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.48,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.48,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.49,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.49,18175973,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.5,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.5,18162298,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.50,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.50,18084164,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.51,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.51,18154515,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.52,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.52,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.53,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.53,18084164,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.54,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.54,18176220,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.55,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.55,18098122,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.56,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.56,18168417,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.57,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.57,18086423,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.58,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.58,18168638,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.59,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.59,18168423,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.6,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.6,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.60,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.60,18154515,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.61,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.61,18100101,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.62,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.62,18176176,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.63,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.63,18176220,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.64,20056705,original
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.64,18168417,lxi
pars_ml,./data/10c/parsimony_trees/RAxML_result.T2.RUN.65,20056705,original
