phylip_file,sample_root,sample_trees,program_runtime,data_file,graph_file_name
./data/10a/10.phy.uniq,midpoint,100,21 minutes and 49 seconds,./output_sorting1/2015-11-14 19-17-41 data.csv,graphs/data-10a 2015-11-14 19-17-41
