tree,partition,operations_maximum,operations_optimized,ratio_of_savings,number_of_sites,number_of_taxa
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,20790,7303,64.87253487253487,55,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21168,7326,65.39115646258503,56,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21168,6442,69.56727135298564,56,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21168,7412,64.9848828420257,56,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21546,7407,65.62238930659984,57,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21546,6498,69.84126984126983,57,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21546,7521,65.0932887774993,57,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21924,7547,65.57653712826126,58,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21924,6674,69.55847473088852,58,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21924,7630,65.19795657726692,58,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22302,7699,65.47843242758496,59,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22302,6774,69.62604250739844,59,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22302,7810,64.98071921800735,59,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22680,7896,65.18518518518519,60,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22680,6867,69.72222222222221,60,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22680,7958,64.91181657848325,60,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23058,7984,65.37427357099487,61,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23058,6960,69.81524850377309,61,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23058,7994,65.33090467516696,61,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23436,8073,65.55299539170507,62,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23436,7060,69.87540535927633,62,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23436,8107,65.40791944017751,62,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23814,8182,65.64205929285293,63,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23814,7160,69.93365247333502,63,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23814,8255,65.33551692281851,63,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24192,8355,65.46378968253968,64,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24192,7176,70.3373015873016,64,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24192,8292,65.72420634920636,64,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24570,8387,65.86487586487586,65,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24570,7312,70.24013024013024,65,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24570,8452,65.6003256003256,65,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24948,8476,66.02533269199937,66,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24948,7448,70.14590347923682,66,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24948,8578,65.61648228314894,66,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25326,8620,65.96383163547343,67,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25326,7536,70.24401800521204,67,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25326,8698,65.65584774539998,67,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25704,8692,66.18425147836913,68,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25704,7572,70.54154995331466,68,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25704,8754,65.94304388422036,68,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26082,8789,66.30243079518442,69,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26082,7604,70.84579403419983,69,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26082,8818,66.19124300283721,69,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26460,8965,66.11866969009826,70,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26460,7717,70.83522297808013,70,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26460,8834,66.6137566137566,70,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26838,9185,65.77613831134957,71,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26838,7733,71.1863775244057,71,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26838,8907,66.81198300916611,71,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,27216,9257,65.98691945914167,72,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,27216,7805,71.32201646090535,72,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,27216,9016,66.8724279835391,72,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,27594,9365,66.0614626368051,73,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,27594,7918,71.30535623686308,73,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,27594,9088,67.06530405160542,73,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,27972,9481,66.1053911053911,74,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,27972,7938,71.62162162162163,74,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,27972,9197,67.12069212069211,74,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,28350,9565,66.2610229276896,75,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,28350,7938,72.0,75,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,28350,9265,67.31922398589066,75,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,28728,9633,66.46825396825396,76,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,28728,7958,72.29880256196046,76,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,28728,9334,67.50905040378724,76,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,29106,9717,66.61513090084519,77,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,29106,7974,72.60358688930117,77,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,29106,9546,67.20263863121005,77,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,29484,9785,66.81250847917515,78,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,29484,7994,72.88698955365622,78,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,29484,9602,67.43318409985076,78,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,29862,9858,66.98814546915813,79,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,29862,8014,73.16321746701495,79,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,29862,9732,67.41008639742817,79,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,30240,10038,66.80555555555556,80,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,30240,8087,73.25727513227514,80,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,30240,9796,67.6058201058201,80,59
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,3740,1245,66.71122994652407,10,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,3740,1978,47.11229946524064,10,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,3740,1687,54.89304812834225,10,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4114,1326,67.76859504132231,11,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4114,2106,48.80894506562956,11,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4114,1894,53.96208070004861,11,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4488,1534,65.81996434937611,12,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4488,2183,51.35918003565062,12,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4488,2101,53.18627450980392,12,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4862,1820,62.56684491978609,13,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4862,2259,53.537638831756475,13,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4862,2328,52.11846976552859,13,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5236,2186,58.2505729564553,14,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5236,2424,53.70511841100076,14,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5236,2421,53.7624140565317,14,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5610,2552,54.509803921568626,15,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5610,2500,55.43672014260249,15,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5610,2596,53.72549019607843,15,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5984,2921,51.18649732620321,16,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5984,2573,57.00200534759359,16,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5984,2722,54.5120320855615,16,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,6358,3025,52.42214532871973,17,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,6358,2749,56.76313306071091,17,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,6358,2892,54.513998112614026,17,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,6732,3141,53.342245989304814,18,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,6732,2882,57.18954248366013,18,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,6732,2965,55.95662507427214,18,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7106,3421,51.857585139318886,19,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7106,2986,57.979172530256115,19,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7106,3076,56.71263720799325,19,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7480,3753,49.82620320855615,20,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7480,3122,58.2620320855615,20,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7480,3113,58.38235294117647,20,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7854,3948,49.73262032085562,21,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7854,3190,59.38375350140056,21,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7854,3187,59.42195059842119,21,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,8228,3996,51.43412736995625,22,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,8228,3222,60.84103062712688,22,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,8228,3297,59.929508993680116,22,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,8602,4150,51.75540571960009,23,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,8602,3299,61.64845384794234,23,58
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,8602,3366,60.86956521739131,23,58
