tree,partition,operations_maximum,operations_optimized,ratio_of_savings,number_of_sites,number_of_taxa
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22512,7389,67.1775053304904,67,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22512,7220,67.92821606254442,67,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22512,7844,65.15636105188344,67,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22848,7446,67.41071428571429,68,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22848,7256,68.24229691876751,68,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22848,7900,65.42366946778712,68,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23184,7543,67.46463077984816,69,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23184,7288,68.56452726017943,69,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23184,7900,65.9247757073844,69,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23520,7671,67.38520408163265,70,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23520,7401,68.53316326530611,70,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23520,7916,66.343537414966,70,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23856,7891,66.92236753856471,71,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23856,7417,68.90928906773978,71,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23856,7989,66.511569416499,71,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24192,7963,67.08416005291006,72,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24192,7489,69.04348544973546,72,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24192,8098,66.52612433862434,72,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24528,8071,67.09474885844749,73,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24528,7602,69.0068493150685,73,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24528,8170,66.69112850619699,73,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24864,8139,67.26592664092664,74,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24864,7622,69.34523809523809,74,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24864,8279,66.70286357786358,74,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25200,8223,67.36904761904762,75,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25200,7622,69.75396825396825,75,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25200,8347,66.87698412698413,75,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25536,8291,67.53211152882206,76,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25536,7642,70.0736215538847,76,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25536,8416,67.04260651629073,76,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25872,8339,67.7682436611008,77,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25872,7658,70.40043290043289,77,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25872,8604,66.74397031539888,77,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26208,8407,67.92200854700855,78,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26208,7678,70.70360195360196,78,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26208,8660,66.95665445665445,78,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26544,8464,68.11332127787824,79,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26544,7698,70.999095840868,79,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26544,8790,66.88517179023508,79,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26880,8612,67.96130952380952,80,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26880,7771,71.09002976190476,80,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26880,8790,67.29910714285714,80,53
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,3320,944,71.56626506024097,10,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,3320,1744,47.46987951807229,10,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,3320,1513,54.42771084337349,10,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,3652,944,74.15115005476451,11,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,3652,1872,48.74041621029573,11,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,3652,1720,52.902519167579406,11,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,3984,1115,72.01305220883533,12,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,3984,1949,51.079317269076306,12,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,3984,1927,51.63152610441767,12,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4316,1359,68.51251158480073,13,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4316,2025,53.08155699721965,13,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4316,2154,50.09267840593142,13,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4648,1684,63.76936316695353,14,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4648,2190,52.882960413080895,14,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4648,2247,51.6566265060241,14,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,4980,2009,59.65863453815261,15,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,4980,2266,54.497991967871485,15,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,4980,2366,52.489959839357425,15,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5312,2337,56.00527108433735,16,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5312,2339,55.96762048192772,16,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5312,2492,53.087349397590366,16,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5644,2441,56.75053153791637,17,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5644,2515,55.439404677533666,17,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5644,2662,52.83486888731396,17,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,5976,2557,57.212182061579654,18,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,5976,2648,55.68942436412316,18,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,5976,2735,54.23360107095046,18,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,6308,2804,55.54850982878884,19,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,6308,2736,56.62650602409639,19,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,6308,2846,54.88268864933418,19,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,6640,3095,53.38855421686747,20,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,6640,2872,56.74698795180723,20,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,6640,2883,56.58132530120482,20,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,6972,3290,52.81124497991968,21,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,6972,2940,57.831325301204814,21,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,6972,2957,57.58749282845669,21,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7304,3338,54.29901423877328,22,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7304,2972,59.30996714129244,22,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7304,3067,58.009309967141284,22,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7636,3492,54.26925091671032,23,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7636,3049,60.070717653221585,23,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7636,3136,58.93137768465165,23,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,7968,3561,55.30873493975904,24,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,7968,3065,61.53363453815261,24,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,7968,3173,60.17821285140562,24,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,8300,3610,56.506024096385545,25,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,8300,3177,61.72289156626506,25,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,8300,3303,60.204819277108435,25,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,8632,3662,57.57645968489342,26,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,8632,3289,61.897590361445786,26,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,8632,3492,59.54587581093605,26,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,8964,3662,59.147701918786254,27,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,8964,3397,62.10397144132084,27,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,8964,3780,57.831325301204814,27,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,9296,3714,60.047332185886404,28,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,9296,3563,61.67168674698795,28,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,9296,3812,58.99311531841652,28,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,9628,3782,60.718737017033654,29,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,9628,3639,62.203988367262156,29,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,9628,4044,57.997507270461156,29,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,9960,3850,61.34538152610441,30,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,9960,3812,61.726907630522085,30,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,9960,4044,59.397590361445786,30,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,10292,3918,61.93159735717062,31,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,10292,3905,62.05790905557714,31,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,10292,4121,59.9591916051302,31,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,10624,3990,62.44352409638554,32,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,10624,4017,62.18938253012048,32,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,10624,4245,60.04329819277109,32,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,10956,4042,63.1069733479372,33,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,10956,4113,62.458926615553125,33,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,10956,4357,60.23183643665572,33,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,11288,4175,63.013819985825656,34,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,11288,4206,62.73919206236711,34,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,11288,4389,61.11800141743444,34,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,11620,4175,64.07056798623064,35,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,11620,4375,62.34939759036144,35,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,11620,4457,61.64371772805508,35,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,11952,4356,63.55421686746988,36,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,11952,4375,63.39524765729585,36,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,11952,4688,60.776439089692104,36,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,12284,4538,63.057635949202215,37,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,12284,4499,63.37512211006187,37,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,12284,4844,60.56659068707262,37,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,12616,4606,63.49080532656943,38,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,12616,4572,63.76030437539632,38,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,12616,4912,61.06531388712746,38,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,12948,4786,63.0367624343528,39,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,12948,4649,64.09484090206982,39,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,12948,5024,61.198640716713,39,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,13280,4924,62.921686746987945,40,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,13280,4737,64.32981927710844,40,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,13280,5133,61.347891566265055,40,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,13612,4996,63.29709080223333,41,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,13612,4830,64.51660299735528,41,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,13612,5165,62.05553923009109,41,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,13944,5108,63.367756741250716,42,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,13944,4906,64.8164084911073,42,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,13944,5257,62.29919678714859,42,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,14276,5108,64.21966937517512,43,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,14276,4983,65.09526478005043,43,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,14276,5273,63.0638834407397,43,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,14608,5310,63.650054764512596,44,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,14608,5071,65.28614457831326,44,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,14608,5377,63.19140197152245,44,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,14940,5378,64.00267737617136,45,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,14940,5143,65.57563587684069,45,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,14940,5446,63.5475234270415,45,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,15272,5410,64.57569408067052,46,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,15272,5143,66.3239916186485,46,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,15272,5514,63.894709271870084,46,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,15604,5478,64.8936170212766,47,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,15604,5183,66.78415790822866,47,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,15604,5546,64.45783132530121,47,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,15936,5478,65.625,48,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,15936,5251,67.04944779116467,48,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,15936,5642,64.59588353413655,48,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,16268,5570,65.76100319645931,49,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,16268,5319,67.30390951561347,49,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,16268,5734,64.7528891074502,49,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,16600,5639,66.03012048192771,50,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,16600,5356,67.73493975903614,50,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,16600,5843,64.80120481927712,50,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,16932,5723,66.20009449562959,51,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,16932,5432,67.91873375856366,51,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,16932,6052,64.2570281124498,51,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,17264,5771,66.57205746061167,52,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,17264,5516,68.04911955514366,52,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,17264,6120,64.55050973123262,52,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,17596,5771,67.20277335758126,53,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,17596,5665,67.80518299613549,53,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,17596,6220,64.65105705842237,53,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,17928,5911,67.02922802320393,54,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,17928,5753,67.91053101294065,54,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,17928,6350,64.5805443998215,54,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,18260,5963,67.34392113910187,55,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,18260,5825,68.09967141292442,55,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,18260,6605,63.82803943044907,55,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,18592,6055,67.43222891566265,56,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,18592,6018,67.63123924268503,56,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,18592,6714,63.88769363166954,56,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,18924,6055,68.00359332065102,57,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,18924,6074,67.90319171422531,57,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,18924,6823,63.94525470302261,57,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,19256,6195,67.82820938928126,58,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,19256,6250,67.54258412962194,58,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,19256,6932,64.00083090984629,58,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,19588,6311,67.78129467020625,59,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,19588,6350,67.58219317949765,59,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,19588,7072,63.896263018174395,59,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,19920,6492,67.40963855421687,60,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,19920,6443,67.65562248995984,60,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,19920,7196,63.87550200803213,60,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,20252,6580,67.50938178945289,61,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,20252,6536,67.72664428204622,61,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,20252,7232,64.28994667193363,61,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,20584,6669,67.60104935872522,62,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,20584,6636,67.76136805285658,62,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,20584,7345,64.31694520015546,62,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,20916,6778,67.59418626888505,63,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,20916,6736,67.79498948173647,63,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,20916,7469,64.2904953145917,63,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21248,6932,67.3757530120482,64,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21248,6752,68.22289156626506,64,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21248,7506,64.67432228915662,64,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21580,6964,67.72937905468027,65,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21580,6888,68.08155699721965,65,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21580,7626,64.66172381835032,65,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,21912,7053,67.81215772179627,66,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,21912,7024,67.94450529390288,66,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,21912,7752,64.62212486308871,66,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22244,7197,67.64520769645748,67,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22244,7112,68.02733321345082,67,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22244,7824,64.82647005934184,67,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22576,7250,67.88625088589653,68,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22576,7148,68.3380581148122,68,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22576,7880,65.09567682494685,68,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,22908,7347,67.9282346778418,69,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,22908,7180,68.65723764623712,69,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,22908,7880,65.60153658110704,69,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23240,7475,67.83562822719449,70,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23240,7293,68.61876075731497,70,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23240,7896,66.02409638554217,70,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23572,7695,67.35533684031903,71,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23572,7293,69.06075004242321,71,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23572,7969,66.19294077719327,71,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,23904,7767,67.50753012048193,72,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,23904,7365,69.18925702811245,72,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,23904,8078,66.20649263721553,72,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24236,7875,67.50701435880508,73,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24236,7478,69.14507344446278,73,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24236,8150,66.37233866974749,73,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24568,7943,67.66932595245848,74,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24568,7498,69.48062520351677,74,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24568,8259,66.38309996743732,74,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,24900,8027,67.76305220883533,75,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,24900,7498,69.88755020080322,75,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,24900,8327,66.5582329317269,75,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25232,8095,67.91772352568167,76,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25232,7518,70.20450221940393,76,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25232,8396,66.72479391249207,76,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25564,8095,68.33437646690659,77,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25564,7534,70.52886872163981,77,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25564,8584,66.42153027695197,77,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,25896,8163,68.47775718257645,78,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,25896,7554,70.8294717330862,78,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,25896,8640,66.63577386468953,78,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26228,8216,68.67469879518072,79,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26228,7574,71.12246454171115,79,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26228,8770,66.5624523410096,79,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,26560,8364,68.50903614457832,80,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,26560,7647,71.20858433734941,80,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rpoc23rd,26560,8770,66.98042168674698,80,52
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,ndhf1st,3280,940,71.34146341463415,10,51
./data/59/parsimony_trees/RAxML_result.T4.RUN.0,rbcl1st,3280,1740,46.95121951219512,10,51
