phylip_file,sample_root,program_runtime,data_file,graph_file_name
./data/59/59.phy.uniq,midpoint,2 minutes and 8 seconds,./output_taxa_site_analysis/2015-12-18 11-09-47 data.csv,graphs/data-59 2015-12-18 11-09-47
