number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
64,false,./data/10c/10.phy.uniq,midpoint,7 minutes and 31 seconds,./output_scheduling/2015-12-17 10-21-02 data.csv,graphs/data-10c 2015-12-17 10-21-02
