description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,5400,33,5.8S,5448,12903
odda,1,5400,51,its2,10068,19941
odda,2,5400,51,its2,10754,19941
odda,3,5400,51,its2,12079,19941
odda,4,5400,37,its2,41359,94231
odda,4,5400,14,gbss13rd,2401,5474
odda,5,5400,51,gbss13rd,6111,19941
odda,6,5400,51,gbss13rd,6409,19941
odda,7,5400,51,gbss13rd,6038,19941
odda,8,5400,51,gbss13rd,7034,19941
odda,9,5400,50,gbss13rd,21652,104788
odda,9,5400,1,rbcl1st,391,391
odda,10,5400,51,rbcl1st,6111,19941
odda,11,5400,51,rbcl1st,6242,19941
odda,12,5400,51,rbcl1st,6830,19941
odda,13,5400,51,rbcl1st,7447,19941
odda,14,5400,51,rbcl1st,6586,19941
odda,15,5400,51,rbcl1st,6809,19941
odda,16,5400,47,rbcl1st,31146,138414
odda,16,5400,4,cprs,1053,1564
odda,17,5400,51,cprs,8372,19941
odda,18,5400,51,cprs,8106,19941
odda,19,5400,51,cprs,8039,19941
odda,20,5400,51,cprs,10082,19941
odda,21,5400,51,cprs,9424,19941
odda,22,5400,51,cprs,10133,19941
odda,23,5400,44,cprs,43875,138414
odda,23,5400,7,rpoc23rd,1475,2737
odda,24,5400,51,rpoc23rd,6885,19941
odda,25,5400,51,rpoc23rd,7293,19941
odda,26,5400,51,rpoc23rd,6142,19941
odda,27,5400,51,rpoc23rd,6462,19941
odda,28,5400,51,rpoc23rd,6417,19941
odda,29,5400,51,rpoc23rd,6389,19941
odda,30,5400,51,rpoc23rd,7009,19941
odda,31,5400,22,rpoc23rd,34787,150926
odda,31,5400,29,phyb3rd,6436,11339
odda,32,5400,51,phyb3rd,8299,19941
odda,33,5400,51,phyb3rd,8681,19941
odda,34,5400,51,phyb3rd,8831,19941
odda,35,5400,51,phyb3rd,9880,19941
odda,36,5400,51,phyb3rd,9037,19941
odda,37,5400,51,phyb3rd,9066,19941
odda,38,5400,51,phyb3rd,7354,19941
odda,39,5400,51,phyb3rd,8546,19941
odda,40,5400,51,phyb3rd,8353,19941
odda,41,5400,51,phyb3rd,8688,19941
odda,42,5400,51,phyb3rd,8209,19941
odda,43,5400,24,phyb3rd,70717,240074
odda,43,5400,27,ndhf1st,4547,10557
odda,44,5400,51,ndhf1st,7040,19941
odda,45,5400,51,ndhf1st,7282,19941
odda,46,5400,51,ndhf1st,7260,19941
odda,47,5400,51,ndhf1st,6997,19941
odda,48,5400,43,ndhf1st,96585,386308
odda,49,5400,51,ndhf1st,8685,19941
odda,50,5400,51,ndhf1st,7553,19941
odda,51,5400,51,ndhf1st,8028,19941
odda,52,5400,51,ndhf1st,7691,19941
odda,53,5400,51,ndhf1st,8365,19941
odda,54,5400,51,ndhf1st,8373,19941
odda,55,5400,51,ndhf1st,8102,19941
odda,56,5400,51,ndhf1st,7369,19941
odda,57,5400,51,ndhf1st,7536,19941
odda,58,5400,51,ndhf1st,7466,19941
odda,59,5400,51,ndhf1st,8160,19941
odda,60,5400,51,ndhf1st,9425,19941
odda,61,5400,51,ndhf1st,7808,19941
odda,62,5400,51,ndhf1st,8173,19941
odda,63,5400,51,its2,10927,19941
cut,0,5400,33,5.8S,5448,12903
cut,1,5400,42,gbss13rd,5519,16422
cut,2,5400,49,gbss13rd,5471,19159
cut,3,5400,39,gbss13rd,5619,15249
