number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
4,false,./data/128/128.phy.uniq,midpoint,3 minutes and 22 seconds,./output_scheduling/2015-12-17 15-49-01 data.csv,graphs/data-128 2015-12-17 15-49-01
