number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
4,false,./data/10d/10.phy.uniq,midpoint,1 minutes and 16 seconds,./output_scheduling/2015-12-17 15-43-00 data.csv,graphs/data-10d 2015-12-17 15-43-00
