description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,154211,155,gene22,5653,9300
odda,0,154211,386,gene195,12628,23160
odda,0,154211,559,gene165,16840,33540
odda,0,154211,713,gene182,20700,42780
odda,0,154211,828,gene128,23704,49680
odda,0,154211,1095,gene93,31656,65700
odda,0,154211,1176,gene109,57212,128520
odda,0,154211,399,gene77,13272,23940
odda,1,154211,176,gene167,6087,10560
odda,1,154211,396,gene176,12251,23760
odda,1,154211,560,gene119,17216,33600
odda,1,154211,717,gene87,21476,43020
odda,1,154211,845,gene84,24920,50700
odda,1,154211,1105,gene14,33040,66300
odda,1,154211,1512,gene77,42380,90720
odda,2,154211,178,gene111,6369,10680
odda,2,154211,417,gene97,13596,25020
odda,2,154211,564,gene31,18072,33840
odda,2,154211,720,gene175,21056,43200
odda,2,154211,846,gene18,25704,50760
odda,2,154211,1128,gene21,33856,67680
odda,2,154211,273,gene77,57640,131040
odda,2,154211,1185,gene56,34588,71100
odda,3,154211,194,gene91,6880,11640
odda,3,154211,421,gene20,13860,25260
odda,3,154211,574,gene112,18060,34440
odda,3,154211,725,gene5,22520,43500
odda,3,154211,858,gene118,25612,51480
odda,3,154211,1146,gene99,32924,68760
odda,3,154211,1158,gene56,63808,140580
odda,3,154211,235,gene88,8059,14100
odda,4,154211,202,gene2,7304,12120
odda,4,154211,422,gene35,13852,25320
odda,4,154211,588,gene70,18320,35280
odda,4,154211,727,gene52,22912,43620
odda,4,154211,859,gene172,24876,51540
odda,4,154211,1157,gene72,32712,69420
odda,4,154211,1356,gene88,38884,81360
odda,5,154211,234,gene47,8368,14040
odda,5,154211,428,gene183,13352,25680
odda,5,154211,590,gene178,17468,35400
odda,5,154211,729,gene123,21672,43740
odda,5,154211,860,gene92,25820,51600
odda,5,154211,1170,gene45,34964,70200
odda,5,154211,852,gene88,64252,146580
odda,5,154211,448,gene74,14220,26880
odda,6,154211,246,gene76,8624,14760
odda,6,154211,439,gene150,13658,26340
odda,6,154211,593,gene98,18244,35580
odda,6,154211,734,gene29,22560,44040
odda,6,154211,870,gene134,24916,52200
odda,6,154211,1185,gene168,32488,71100
odda,6,154211,1244,gene74,35740,74640
odda,7,154211,249,gene37,8924,14940
odda,7,154211,440,gene102,14144,26400
odda,7,154211,601,gene132,17860,36060
odda,7,154211,736,gene64,22156,44160
odda,7,154211,871,gene83,25760,52260
odda,7,154211,1185,gene147,32660,71100
odda,7,154211,891,gene74,67008,154980
odda,7,154211,338,gene30,11492,20280
odda,8,154211,254,gene115,8628,15240
odda,8,154211,440,gene142,13700,26400
odda,8,154211,603,gene42,19244,36180
odda,8,154211,741,gene44,23084,44460
odda,8,154211,884,gene65,26100,53040
odda,8,154211,1194,gene155,33428,71640
odda,8,154211,1195,gene30,36144,71700
odda,9,154211,263,gene198,9032,15780
odda,9,154211,442,gene161,13690,26520
odda,9,154211,611,gene197,18512,36660
odda,9,154211,746,gene138,21900,44760
odda,9,154211,891,gene170,25280,53460
odda,9,154211,1198,gene160,33172,71880
odda,9,154211,1160,gene30,36036,69600
odda,10,154211,264,gene104,9032,15840
odda,10,154211,447,gene1,15040,26820
odda,10,154211,619,gene174,18328,37140
odda,10,154211,747,gene17,23268,44820
odda,10,154211,892,gene51,27216,53520
