description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,216447,103,gene111,3458,5253
odda,0,216447,240,gene12,7324,12240
odda,0,216447,330,gene151,9956,16830
odda,0,216447,413,gene149,12112,21063
odda,0,216447,505,gene8,14388,25755
odda,0,216447,609,gene3,16980,31059
odda,0,216447,706,gene181,19076,36006
odda,0,216447,828,gene221,21736,42228
odda,0,216447,954,gene22,25416,48654
odda,0,216447,1299,gene276,32128,66249
odda,0,216447,2188,gene303,50552,111588
odda,0,216447,254,gene150,9008,12954
odda,1,216447,125,gene104,4056,6375
odda,1,216447,240,gene212,7259,12240
odda,1,216447,331,gene163,9851,16881
odda,1,216447,414,gene148,11936,21114
odda,1,216447,515,gene304,14420,26265
odda,1,216447,611,gene112,17228,31161
odda,1,216447,707,gene328,18800,36057
odda,1,216447,831,gene239,21928,42381
odda,1,216447,959,gene50,25044,48909
odda,1,216447,1312,gene98,33244,66912
odda,1,216447,2205,gene241,51532,112455
odda,1,216447,179,gene150,6660,9129
odda,2,216447,129,gene283,4353,6579
odda,2,216447,242,gene142,7464,12342
odda,2,216447,335,gene51,9940,17085
odda,2,216447,415,gene325,11800,21165
odda,2,216447,517,gene217,14452,26367
odda,2,216447,612,gene42,17096,31212
odda,2,216447,714,gene101,19160,36414
odda,2,216447,836,gene244,21808,42636
odda,2,216447,965,gene316,24844,49215
odda,2,216447,1320,gene324,32392,67320
odda,2,216447,2223,gene271,51612,113373
odda,2,216447,90,gene150,314672,837879
odda,3,216447,131,gene66,4351,6681
odda,3,216447,245,gene139,7580,12495
odda,3,216447,335,gene134,10112,17085
odda,3,216447,417,gene157,12208,21267
odda,3,216447,517,gene67,14768,26367
odda,3,216447,613,gene23,16980,31263
odda,3,216447,717,gene249,18940,36567
odda,3,216447,840,gene255,21872,42840
odda,3,216447,969,gene29,25388,49419
odda,3,216447,1326,gene321,32404,67626
odda,3,216447,2319,gene297,53224,118269
odda,4,216447,149,gene31,4824,7599
odda,4,216447,245,gene5,7696,12495
odda,4,216447,335,gene165,9984,17085
odda,4,216447,420,gene17,12012,21420
odda,4,216447,520,gene56,14620,26520
odda,4,216447,618,gene314,16592,31518
odda,4,216447,723,gene280,19116,36873
odda,4,216447,845,gene252,21924,43095
odda,4,216447,971,gene270,24660,49521
odda,4,216447,1332,gene140,33908,67932
odda,4,216447,216,gene297,57784,129285
odda,4,216447,2055,gene240,47928,104805
odda,5,216447,150,gene60,4805,7650
odda,5,216447,248,gene182,7668,12648
odda,5,216447,339,gene70,10072,17289
odda,5,216447,421,gene152,12404,21471
odda,5,216447,525,gene117,14836,26775
odda,5,216447,619,gene188,17168,31569
odda,5,216447,725,gene243,19008,36975
odda,5,216447,850,gene186,22916,43350
odda,5,216447,978,gene263,24624,49878
odda,5,216447,1429,gene59,35628,72879
odda,5,216447,653,gene240,61492,138108
odda,5,216447,1492,gene119,37284,76092
odda,6,216447,154,gene147,5234,7854
odda,6,216447,256,gene133,7796,13056
odda,6,216447,339,gene176,10220,17289
odda,6,216447,424,gene45,12360,21624
odda,6,216447,530,gene174,15036,27030
odda,6,216447,619,gene64,17212,31569
odda,6,216447,737,gene35,20180,37587
odda,6,216447,851,gene286,21872,43401
odda,6,216447,984,gene205,26028,50184
odda,6,216447,1439,gene293,35368,73389
odda,6,216447,1227,gene119,63116,138669
odda,6,216447,869,gene198,23336,44319
odda,7,216447,165,gene19,5267,8415
odda,7,216447,263,gene49,7908,13413
odda,7,216447,341,gene206,10352,17391
odda,7,216447,432,gene125,12484,22032
odda,7,216447,530,gene183,14988,27030
odda,7,216447,620,gene126,17256,31620
odda,7,216447,739,gene279,19624,37689
odda,7,216447,854,gene137,22972,43554
odda,7,216447,1012,gene124,26476,51612
odda,7,216447,1454,gene37,36532,74154
odda,7,216447,1977,gene198,65956,145146
odda,7,216447,42,gene290,1623,2142
odda,8,216447,165,gene61,5475,8415
odda,8,216447,264,gene231,8020,13464
odda,8,216447,351,gene11,10452,17901
odda,8,216447,439,gene197,12916,22389
odda,8,216447,531,gene230,14824,27081
odda,8,216447,625,gene20,17188,31875
odda,8,216447,740,gene55,20304,37740
odda,8,216447,855,gene228,22288,43605
odda,8,216447,1025,gene83,26724,52275
odda,8,216447,1455,gene26,36896,74205
odda,8,216447,1979,gene290,46540,100929
odda,9,216447,165,gene298,5411,8415
odda,9,216447,264,gene177,8183,13464
odda,9,216447,354,gene201,10536,18054
odda,9,216447,440,gene131,12680,22440
odda,9,216447,537,gene189,15128,27387
odda,9,216447,626,gene274,16948,31926
odda,9,216447,742,gene41,20184,37842
odda,9,216447,857,gene269,22248,43707
odda,9,216447,1049,gene14,27464,53499
odda,9,216447,1461,gene158,36736,74511
odda,9,216447,938,gene290,66248,150909
odda,9,216447,996,gene222,25384,50796
odda,10,216447,167,gene71,5479,8517
odda,10,216447,270,gene327,8248,13770
odda,10,216447,356,gene318,10472,18156
odda,10,216447,441,gene86,12668,22491
odda,10,216447,538,gene6,15424,27438
odda,10,216447,639,gene88,17536,32589
odda,10,216447,747,gene16,19996,38097
odda,10,216447,865,gene262,22640,44115
odda,10,216447,1057,gene96,27620,53907
odda,10,216447,1470,gene172,36772,74970
odda,10,216447,1879,gene222,45712,95829
odda,11,216447,176,gene28,5815,8976
odda,11,216447,274,gene121,8304,13974
odda,11,216447,361,gene99,10804,18411
odda,11,216447,442,gene207,12732,22542
