description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,200793,123,gene172,4048,6273
odda,0,200793,289,gene189,8736,14739
odda,0,200793,401,gene186,11800,20451
odda,0,200793,480,gene237,13316,24480
odda,0,200793,552,gene9,15636,28152
odda,0,200793,679,gene254,17924,34629
odda,0,200793,795,gene130,21452,40545
odda,0,200793,919,gene162,24336,46869
odda,0,200793,1208,gene278,29752,61608
odda,0,200793,1586,gene238,38188,80886
odda,0,200793,684,gene207,19440,34884
odda,1,200793,136,gene57,4459,6936
odda,1,200793,291,gene247,8656,14841
odda,1,200793,404,gene220,11628,20604
odda,1,200793,482,gene17,13920,24582
odda,1,200793,559,gene236,15100,28509
odda,1,200793,684,gene36,18876,34884
odda,1,200793,805,gene175,22048,41055
odda,1,200793,922,gene138,24160,47022
odda,1,200793,1226,gene243,30420,62526
odda,1,200793,1602,gene244,38552,81702
odda,1,200793,605,gene207,17632,30855
odda,2,200793,141,gene171,4547,7191
odda,2,200793,291,gene97,8952,14841
odda,2,200793,405,gene147,11848,20655
odda,2,200793,483,gene280,13656,24633
odda,2,200793,559,gene81,15708,28509
odda,2,200793,685,gene200,18344,34935
odda,2,200793,808,gene40,21672,41208
odda,2,200793,928,gene132,24456,47328
odda,2,200793,1241,gene252,30772,63291
odda,2,200793,1620,gene271,38916,82620
odda,2,200793,555,gene207,16116,28305
odda,3,200793,147,gene51,4827,7497
odda,3,200793,296,gene29,8948,15096
odda,3,200793,407,gene113,11888,20757
odda,3,200793,484,gene107,13820,24684
odda,3,200793,573,gene223,15696,29223
odda,3,200793,691,gene34,19076,35241
odda,3,200793,811,gene50,21764,41361
odda,3,200793,935,gene86,24596,47685
odda,3,200793,1244,gene121,31664,63444
odda,3,200793,1688,gene308,40644,86088
odda,3,200793,440,gene207,13648,22440
odda,4,200793,158,gene42,5208,8058
odda,4,200793,303,gene234,9068,15453
odda,4,200793,411,gene101,12144,20961
odda,4,200793,490,gene151,14052,24990
odda,4,200793,585,gene263,15948,29835
odda,4,200793,692,gene96,18796,35292
odda,4,200793,811,gene103,21584,41361
odda,4,200793,940,gene25,24628,47940
odda,4,200793,1250,gene219,31024,63750
odda,4,200793,1690,gene203,40380,86190
odda,4,200793,386,gene207,12020,19686
odda,5,200793,166,gene191,5485,8466
odda,5,200793,303,gene83,9203,15453
odda,5,200793,414,gene62,11888,21114
odda,5,200793,492,gene21,14076,25092
odda,5,200793,585,gene181,16284,29835
odda,5,200793,693,gene262,18368,35343
odda,5,200793,817,gene270,21352,41667
odda,5,200793,940,gene309,24136,47940
odda,5,200793,1259,gene85,32164,64209
odda,5,200793,1740,gene248,41580,88740
odda,5,200793,307,gene207,9940,15657
odda,6,200793,170,gene93,5398,8670
odda,6,200793,305,gene194,9271,15555
odda,6,200793,415,gene79,12364,21165
odda,6,200793,496,gene87,14160,25296
odda,6,200793,591,gene185,16204,30141
odda,6,200793,693,gene1,18868,35343
odda,6,200793,820,gene123,21960,41820
odda,6,200793,943,gene275,24340,48093
odda,6,200793,1275,gene281,31356,65025
odda,6,200793,1831,gene231,43636,93381
odda,6,200793,177,gene207,6148,9027
odda,7,200793,175,gene38,5763,8925
odda,7,200793,305,gene215,9232,15555
odda,7,200793,416,gene16,12028,21216
odda,7,200793,497,gene120,14076,25347
odda,7,200793,596,gene139,16644,30396
odda,7,200793,694,gene32,19052,35394
odda,7,200793,828,gene273,21708,42228
odda,7,200793,954,gene272,24744,48654
odda,7,200793,1276,gene124,32308,65076
odda,7,200793,1851,gene160,44996,94401
odda,7,200793,109,gene207,91276,216240
odda,8,200793,179,gene12,5697,9129
odda,8,200793,308,gene22,9358,15708
odda,8,200793,423,gene44,12239,21573
odda,8,200793,499,gene152,14216,25449
odda,8,200793,597,gene91,16508,30447
odda,8,200793,695,gene20,18860,35445
odda,8,200793,828,gene304,21272,42228
odda,8,200793,957,gene45,25552,48807
odda,8,200793,1278,gene137,32616,65178
odda,8,200793,1952,gene310,45972,99552
odda,9,200793,186,gene10,6031,9486
odda,9,200793,321,gene249,9336,16371
odda,9,200793,426,gene159,12228,21726
odda,9,200793,503,gene59,14196,25653
odda,9,200793,602,gene6,16444,30702
odda,9,200793,696,gene98,19408,35496
odda,9,200793,829,gene11,22200,42279
odda,9,200793,960,gene268,24428,48960
odda,9,200793,1282,gene208,31732,65382
odda,9,200793,6,gene310,46100,99858
odda,9,200793,1905,gene142,45740,97155
odda,10,200793,187,gene5,5978,9537
odda,10,200793,326,gene105,9704,16626
odda,10,200793,430,gene23,12568,21930
odda,10,200793,504,gene282,14136,25704
odda,10,200793,606,gene72,16808,30906
odda,10,200793,706,gene134,19080,36006
odda,10,200793,832,gene187,22100,42432
odda,10,200793,964,gene99,25272,49164
odda,10,200793,1283,gene192,32540,65433
odda,10,200793,306,gene142,52376,112761
odda,10,200793,1572,gene63,38704,80172
odda,11,200793,193,gene46,6252,9843
odda,11,200793,332,gene3,10063,16932
odda,11,200793,431,gene224,12216,21981
odda,11,200793,506,gene180,14292,25806
odda,11,200793,606,gene126,16868,30906
odda,11,200793,710,gene14,19544,36210
odda,11,200793,833,gene95,22440,42483
odda,11,200793,978,gene205,24840,49878
odda,11,200793,1284,gene69,32756,65484
odda,11,200793,656,gene63,52800,113628
odda,11,200793,1187,gene276,29644,60537
odda,12,200793,197,gene161,6220,10047
odda,12,200793,333,gene140,9996,16983
odda,12,200793,435,gene146,12712,22185
odda,12,200793,508,gene183,14596,25908
odda,12,200793,611,gene188,16860,31161
odda,12,200793,710,gene43,19312,36210
odda,12,200793,834,gene170,22400,42534
odda,12,200793,992,gene251,25300,50592
odda,12,200793,1296,gene198,32264,66096
odda,12,200793,1080,gene276,52716,115617
odda,12,200793,720,gene235,18960,36720
odda,13,200793,200,gene144,6371,10200
odda,13,200793,335,gene143,9903,17085
odda,13,200793,439,gene30,12672,22389
odda,13,200793,514,gene204,14172,26214
odda,13,200793,613,gene75,17284,31263
odda,13,200793,712,gene260,18740,36312
odda,13,200793,837,gene216,21772,42687
odda,13,200793,999,gene233,25448,50949
odda,13,200793,1303,gene284,32240,66453
odda,13,200793,1569,gene235,52776,116739
odda,13,200793,195,gene8,6207,9945
odda,14,200793,201,gene18,6448,10251
odda,14,200793,336,gene285,9736,17136
odda,14,200793,446,gene145,12888,22746
odda,14,200793,515,gene217,14332,26265
odda,14,200793,613,gene135,16992,31263
odda,14,200793,716,gene255,19144,36516
odda,14,200793,842,gene109,22332,42942
odda,14,200793,1063,gene169,27728,54213
odda,14,200793,1307,gene299,31940,66657
odda,14,200793,1677,gene8,41892,85527
odda,15,200793,203,gene116,6463,10353
odda,15,200793,337,gene259,9912,17187
odda,15,200793,453,gene2,12980,23103
odda,15,200793,518,gene112,14676,26418
odda,15,200793,616,gene166,17132,31416
odda,15,200793,716,gene196,19664,36516
odda,15,200793,843,gene167,22752,42993
odda,15,200793,1068,gene225,26876,54468
odda,15,200793,1322,gene303,32288,67422
odda,15,200793,455,gene8,55188,118677
odda,15,200793,1185,gene184,30484,60435
odda,16,200793,210,gene117,6569,10710
odda,16,200793,338,gene56,10160,17238
odda,16,200793,454,gene4,12892,23154
odda,16,200793,521,gene33,14816,26571
odda,16,200793,621,gene182,17204,31671
odda,16,200793,721,gene257,19408,36771
odda,16,200793,845,gene274,22268,43095
odda,16,200793,1076,gene176,27652,54876
odda,16,200793,1326,gene214,32580,67626
odda,16,200793,1220,gene184,56860,122655
odda,16,200793,384,gene163,11432,19584
odda,17,200793,210,gene92,6756,10710
odda,17,200793,339,gene246,9788,17289
odda,17,200793,455,gene226,12448,23205
odda,17,200793,522,gene202,14512,26622
odda,17,200793,635,gene70,17276,32385
odda,17,200793,730,gene300,19444,37230
odda,17,200793,850,gene250,21944,43350
odda,17,200793,1084,gene89,28288,55284
odda,17,200793,1326,gene199,32632,67626
odda,17,200793,1565,gene163,39208,79815
odda,18,200793,223,gene133,7020,11373
odda,18,200793,339,gene156,10112,17289
odda,18,200793,459,gene131,13248,23409
odda,18,200793,525,gene90,14620,26775
odda,18,200793,635,gene222,16940,32385
odda,18,200793,732,gene154,19776,37332
odda,18,200793,850,gene305,22368,43350
odda,18,200793,1088,gene78,28160,55488
odda,18,200793,1354,gene77,34188,69054
odda,18,200793,553,gene163,58764,127602
odda,18,200793,958,gene157,25304,48858
odda,19,200793,228,gene149,7085,11628
odda,19,200793,339,gene74,9944,17289
odda,19,200793,459,gene115,13676,23409
odda,19,200793,528,gene114,14960,26928
odda,19,200793,635,gene80,17584,32385
odda,19,200793,739,gene261,19916,37689
odda,19,200793,856,gene158,22648,43656
odda,19,200793,1093,gene307,27080,55743
odda,19,200793,1361,gene306,33340,69411
odda,19,200793,1478,gene157,38316,75378
odda,20,200793,231,gene141,7463,11781
odda,20,200793,341,gene53,10316,17391
odda,20,200793,460,gene73,13416,23460
odda,20,200793,528,gene67,14720,26928
odda,20,200793,639,gene41,17520,32589
odda,20,200793,745,gene289,19468,37995
odda,20,200793,860,gene110,22708,43860
odda,20,200793,1104,gene279,27620,56304
odda,20,200793,1393,gene227,33868,71043
odda,20,200793,102,gene157,59828,129438
odda,20,200793,1313,gene239,32424,66963
odda,21,200793,238,gene118,7367,12138
odda,21,200793,357,gene295,10400,18207
odda,21,200793,460,gene294,12776,23460
odda,21,200793,528,gene111,15024,26928
odda,21,200793,642,gene13,17656,32742
odda,21,200793,746,gene64,20436,38046
odda,21,200793,870,gene88,22636,44370
odda,21,200793,1104,gene125,28720,56304
odda,21,200793,1428,gene232,34608,72828
odda,21,200793,1258,gene239,58716,131121
odda,21,200793,85,gene253,2959,4335
odda,22,200793,240,gene218,7376,12240
odda,22,200793,363,gene7,11072,18513
odda,22,200793,464,gene82,13356,23664
odda,22,200793,533,gene84,15148,27183
odda,22,200793,643,gene173,17760,32793
odda,22,200793,747,gene100,20180,38097
odda,22,200793,884,gene47,23452,45084
odda,22,200793,1108,gene48,28580,56508
odda,22,200793,1452,gene265,35140,74052
odda,22,200793,1282,gene253,31856,65382
odda,23,200793,246,gene49,7719,12546
odda,23,200793,374,gene155,10972,19074
odda,23,200793,466,gene211,13368,23766
odda,23,200793,534,gene106,15040,27234
odda,23,200793,646,gene210,17524,32946
odda,23,200793,749,gene68,20452,38199
odda,23,200793,887,gene209,22780,45237
odda,23,200793,1111,gene242,28044,56661
odda,23,200793,1483,gene102,37176,75633
odda,23,200793,1220,gene253,31840,62220
odda,24,200793,249,gene28,7651,12699
odda,24,200793,374,gene27,11076,19074
odda,24,200793,467,gene291,13036,23817
odda,24,200793,535,gene174,15084,27285
odda,24,200793,653,gene71,18444,33303
odda,24,200793,752,gene290,19820,38352
odda,24,200793,887,gene54,23512,45237
odda,24,200793,1115,gene58,28912,56865
odda,24,200793,1488,gene258,36452,75888
odda,24,200793,707,gene253,73112,167994
odda,24,200793,489,gene302,13576,24939
odda,25,200793,253,gene206,7636,12903
odda,25,200793,375,gene39,10988,19125
odda,25,200793,468,gene164,13416,23868
odda,25,200793,537,gene65,15224,27387
odda,25,200793,654,gene230,17812,33354
odda,25,200793,753,gene52,20368,38403
odda,25,200793,887,gene119,23404,45237
odda,25,200793,1117,gene277,28028,56967
odda,25,200793,1491,gene256,36188,76041
odda,25,200793,1181,gene302,30276,60231
odda,26,200793,254,gene148,7776,12954
odda,26,200793,378,gene15,11352,19278
odda,26,200793,469,gene26,13224,23919
odda,26,200793,540,gene195,15544,27540
odda,26,200793,660,gene94,18268,33660
odda,26,200793,770,gene221,20004,39270
odda,26,200793,887,gene297,22856,45237
odda,26,200793,1125,gene267,27912,57375
odda,26,200793,1498,gene269,36200,76398
odda,26,200793,1135,gene302,30472,57885
odda,27,200793,264,gene76,8136,13464
odda,27,200793,379,gene31,10984,19329
odda,27,200793,470,gene266,13180,23970
odda,27,200793,543,gene241,14780,27693
odda,27,200793,665,gene108,18228,33915
odda,27,200793,772,gene129,20732,39372
odda,27,200793,888,gene197,23084,45288
odda,27,200793,1136,gene240,28324,57936
odda,27,200793,1504,gene179,37400,76704
odda,27,200793,619,gene302,76328,174624
odda,27,200793,476,gene264,13504,24276
odda,28,200793,271,gene193,8084,13821
odda,28,200793,383,gene212,11064,19533
odda,28,200793,474,gene24,13587,24174
odda,28,200793,545,gene37,15452,27795
odda,28,200793,671,gene190,18536,34221
odda,28,200793,773,gene283,20120,39423
odda,28,200793,895,gene150,23744,45645
odda,28,200793,1140,gene201,29152,58140
odda,28,200793,1504,gene104,37240,76704
odda,28,200793,1060,gene264,27424,54060
odda,29,200793,272,gene301,8339,13872
odda,29,200793,387,gene55,11524,19737
odda,29,200793,475,gene19,13640,24225
odda,29,200793,546,gene178,15184,27846
odda,29,200793,672,gene296,18188,34272
odda,29,200793,779,gene168,21216,39729
odda,29,200793,899,gene122,23912,45849
odda,29,200793,1150,gene287,28480,58650
odda,29,200793,1526,gene127,38156,77826
odda,29,200793,1010,gene264,27196,51510
odda,30,200793,273,gene213,8327,13923
odda,30,200793,389,gene245,11192,19839
odda,30,200793,476,gene177,13820,24276
odda,30,200793,546,gene60,15368,27846
odda,30,200793,672,gene298,18396,34272
odda,30,200793,779,gene292,20560,39729
odda,30,200793,906,gene293,23036,46206
odda,30,200793,1158,gene286,29052,59058
odda,30,200793,1547,gene165,38756,78897
odda,30,200793,888,gene264,76000,175134
odda,30,200793,82,gene207,2751,4182
odda,31,200793,275,gene66,8516,14025
odda,31,200793,391,gene136,11440,19941
odda,31,200793,478,gene35,13448,24378
odda,31,200793,548,gene228,14856,27948
odda,31,200793,674,gene61,18492,34374
odda,31,200793,795,gene128,21364,40545
odda,31,200793,908,gene153,23980,46308
odda,31,200793,1170,gene288,28940,59670
odda,31,200793,1582,gene229,38560,80682
odda,31,200793,895,gene207,22976,45645
cut,0,200793,175,gene38,5763,8925
cut,0,200793,321,gene249,9336,16371
cut,0,200793,426,gene159,12228,21726
cut,0,200793,496,gene87,14160,25296
cut,0,200793,597,gene91,16508,30447
cut,0,200793,694,gene32,19052,35394
cut,0,200793,850,gene250,21944,43350
cut,0,200793,954,gene272,24744,48654
cut,0,200793,1259,gene85,32164,64209
cut,0,200793,1904,gene310,44908,97104
cut,1,200793,187,gene5,5978,9537
cut,1,200793,308,gene22,9358,15708
cut,1,200793,423,gene44,12239,21573
cut,1,200793,514,gene204,14172,26214
cut,1,200793,596,gene139,16644,30396
cut,1,200793,691,gene34,19076,35241
cut,1,200793,820,gene123,21960,41820
cut,1,200793,978,gene205,24840,49878
cut,1,200793,1303,gene284,32240,66453
cut,1,200793,54,gene310,2195,2754
cut,1,200793,1739,gene142,42144,88689
cut,2,200793,186,gene10,6031,9486
cut,2,200793,326,gene105,9704,16626
cut,2,200793,415,gene79,12364,21165
cut,2,200793,503,gene59,14196,25653
cut,2,200793,606,gene72,16808,30906
cut,2,200793,706,gene134,19080,36006
cut,2,200793,805,gene175,22048,41055
cut,2,200793,964,gene99,25272,49164
cut,2,200793,1296,gene198,32264,66096
cut,2,200793,472,gene142,14868,24072
cut,2,200793,1131,gene276,28480,57681
cut,3,200793,197,gene161,6220,10047
cut,3,200793,336,gene285,9736,17136
cut,3,200793,455,gene226,12448,23205
cut,3,200793,499,gene152,14216,25449
cut,3,200793,611,gene188,16860,31161
cut,3,200793,716,gene255,19144,36516
cut,3,200793,832,gene187,22100,42432
cut,3,200793,992,gene251,25300,50592
cut,3,200793,1322,gene303,32288,67422
cut,3,200793,1136,gene276,29936,57936
cut,3,200793,461,gene235,13184,23511
cut,4,200793,193,gene46,6252,9843
cut,4,200793,339,gene246,9788,17289
cut,4,200793,430,gene23,12568,21930
cut,4,200793,506,gene180,14292,25806
cut,4,200793,606,gene126,16868,30906
cut,4,200793,710,gene43,19312,36210
cut,4,200793,829,gene11,22200,42279
cut,4,200793,999,gene233,25448,50949
cut,4,200793,1276,gene124,32308,65076
cut,4,200793,1771,gene235,42648,90321
cut,5,200793,200,gene144,6371,10200
cut,5,200793,335,gene143,9903,17085
cut,5,200793,439,gene30,12672,22389
cut,5,200793,515,gene217,14332,26265
cut,5,200793,635,gene222,16940,32385
cut,5,200793,696,gene98,19408,35496
cut,5,200793,845,gene274,22268,43095
cut,5,200793,957,gene45,25552,48807
cut,5,200793,1283,gene192,32540,65433
cut,5,200793,57,gene235,2287,2907
cut,5,200793,1608,gene63,39480,82008
cut,6,200793,201,gene18,6448,10251
cut,6,200793,337,gene259,9912,17187
cut,6,200793,435,gene146,12712,22185
cut,6,200793,522,gene202,14512,26622
cut,6,200793,613,gene135,16992,31263
cut,6,200793,721,gene257,19408,36771
cut,6,200793,842,gene109,22332,42942
cut,6,200793,1068,gene225,26876,54468
cut,6,200793,1326,gene214,32580,67626
cut,6,200793,620,gene63,18452,31620
cut,6,200793,802,gene8,21792,40902
cut,7,200793,203,gene116,6463,10353
cut,7,200793,339,gene74,9944,17289
cut,7,200793,460,gene294,12776,23460
cut,7,200793,508,gene183,14596,25908
cut,7,200793,616,gene166,17132,31416
cut,7,200793,730,gene300,19444,37230
cut,7,200793,850,gene305,22368,43350
cut,7,200793,1093,gene307,27080,55743
cut,7,200793,1278,gene137,32616,65178
cut,7,200793,1525,gene8,38812,77775
cut,7,200793,28,gene184,1129,1428
cut,8,200793,210,gene117,6569,10710
cut,8,200793,333,gene140,9996,16983
cut,8,200793,446,gene145,12888,22746
cut,8,200793,525,gene90,14620,26775
cut,8,200793,621,gene182,17204,31671
cut,8,200793,745,gene289,19468,37995
cut,8,200793,834,gene170,22400,42534
