number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
8,false,./data/10b/10.phy.uniq,midpoint,1 minutes and 48 seconds,./output_scheduling/2015-12-17 15-40-33 data.csv,graphs/data-10b 2015-12-17 15-40-33
