description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,539730,74,ZFX,11857,67340
odda,0,539730,253,TYR,32661,230230
odda,0,539730,463,EDG1,49413,421330
odda,0,539730,770,Cytb,255506,700700
odda,0,539730,924,ND5,294013,840840
odda,1,539730,149,BMI,18157,135590
odda,1,539730,265,ND3,102305,241150
odda,1,539730,467,ND6,144902,424970
odda,1,539730,809,16S_rRNA,192099,736190
odda,1,539730,469,ND5,421892,1267630
odda,1,539730,325,BRCA1,47825,295750
odda,2,539730,190,ATP8,74261,172900
odda,2,539730,323,CREM,39995,293930
odda,2,539730,467,COX2,160122,424970
odda,2,539730,815,COX1,264821,741650
odda,2,539730,689,BRCA1,88753,626990
odda,3,539730,215,ADORA3,31290,195650
odda,3,539730,348,PLCB4,47952,316680
odda,3,539730,474,APP,52673,431340
odda,3,539730,865,ND2,270380,787150
odda,3,539730,582,BRCA1,82515,529620
odda,4,539730,224,PNOC,27722,203840
odda,4,539730,383,CNR1,47707,348530
odda,4,539730,484,COX3,176851,440440
odda,4,539730,931,IRBP,136776,847210
odda,4,539730,462,BRCA1,68699,420420
odda,5,539730,230,BDNF,31611,209300
odda,5,539730,408,ADRB2,49423,371280
odda,5,539730,498,ATP6,171861,453180
odda,5,539730,940,tRNAs,211898,855400
odda,5,539730,408,BRCA1,56683,371280
odda,6,539730,234,ND4L,89462,212940
odda,6,539730,436,RAG1,54399,396760
odda,6,539730,571,12S_rRNA,142511,519610
odda,6,539730,1016,ND4,318708,924560
odda,6,539730,227,BRCA1,37365,206570
odda,7,539730,239,RAG2,27044,217490
odda,7,539730,457,ATP7A,51856,415870
odda,7,539730,669,ND1,205835,608790
odda,7,539730,1095,APOB,118362,996450
odda,7,539730,18,BRCA1,285527,2467010
cut,0,539730,323,CREM,39995,293930
cut,0,539730,190,ATP8,74261,172900
cut,0,539730,498,ATP6,171861,453180
cut,0,539730,2370,BRCA1,253703,2156700
cut,1,539730,74,ZFX,11857,67340
cut,1,539730,383,CNR1,47707,348530
cut,1,539730,234,ND4L,89462,212940
cut,1,539730,484,COX3,176851,440440
cut,1,539730,341,BRCA1,53172,310310
cut,1,539730,470,ND4,166882,427700
cut,2,539730,149,BMI,18157,135590
cut,2,539730,348,PLCB4,47952,316680
cut,2,539730,265,ND3,102305,241150
cut,2,539730,809,16S_rRNA,192099,736190
cut,2,539730,546,ND4,186911,496860
cut,2,539730,17,ND5,8781,15470
cut,3,539730,239,RAG2,27044,217490
cut,3,539730,463,EDG1,49413,421330
cut,3,539730,1095,APOB,118362,996450
cut,3,539730,669,ND1,205835,608790
cut,3,539730,423,ND5,152971,384930
cut,4,539730,224,PNOC,27722,203840
cut,4,539730,408,ADRB2,49423,371280
cut,4,539730,931,IRBP,136776,847210
cut,4,539730,940,tRNAs,211898,855400
cut,4,539730,400,ND5,144933,364000
cut,5,539730,215,ADORA3,31290,195650
cut,5,539730,457,ATP7A,51856,415870
cut,5,539730,571,12S_rRNA,142511,519610
cut,5,539730,770,Cytb,255506,700700
cut,5,539730,234,ND5,89938,212940
cut,6,539730,230,BDNF,31611,209300
cut,6,539730,474,APP,52673,431340
cut,6,539730,467,ND6,144902,424970
cut,6,539730,815,COX1,264821,741650
cut,6,539730,203,ND5,84278,184730
