number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
2,false,./data/10e/10.phy.uniq,midpoint,3 minutes and 33 seconds,./output_scheduling/2015-12-17 15-43-38 data.csv,graphs/data-10e 2015-12-17 15-43-38
