description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,67467,74,ZFX,11857,67340
odda,0,67467,237,BRCA1,41610,215670
odda,1,67467,149,BMI,18157,135590
odda,1,67467,162,BRCA1,28997,147420
odda,2,67467,190,ATP8,74261,172900
odda,2,67467,121,BRCA1,23166,110110
odda,3,67467,215,ADORA3,31290,195650
odda,3,67467,96,BRCA1,17638,87360
odda,4,67467,224,PNOC,27722,203840
odda,4,67467,87,BRCA1,17737,79170
odda,5,67467,230,BDNF,31611,209300
odda,5,67467,81,BRCA1,18051,73710
odda,6,67467,234,ND4L,89462,212940
odda,6,67467,77,BRCA1,14989,70070
odda,7,67467,239,RAG2,27044,217490
odda,7,67467,72,BRCA1,15620,65520
odda,8,67467,253,TYR,32661,230230
odda,8,67467,58,BRCA1,14096,52780
odda,9,67467,265,ND3,102305,241150
odda,9,67467,8,BRCA1,285527,2467010
odda,10,67467,175,ND6,144902,424970
odda,10,67467,136,COX2,52414,123760
odda,11,67467,311,COX2,118043,283010
odda,12,67467,20,COX2,160122,424970
odda,12,67467,291,APP,35795,264810
odda,13,67467,183,APP,52673,431340
odda,13,67467,128,COX3,57729,116480
odda,14,67467,311,COX3,123256,283010
odda,15,67467,45,COX3,176851,440440
odda,15,67467,266,ATP6,100164,242060
odda,16,67467,232,ATP6,171861,453180
odda,16,67467,79,12S_rRNA,30880,71890
odda,17,67467,311,12S_rRNA,86460,283010
odda,18,67467,181,12S_rRNA,142511,519610
odda,18,67467,130,ND1,52504,118300
odda,19,67467,311,ND1,108004,283010
odda,20,67467,228,ND1,205835,608790
odda,20,67467,83,Cytb,36579,75530
odda,21,67467,311,Cytb,118514,283010
odda,22,67467,311,Cytb,119341,283010
odda,23,67467,65,Cytb,255506,700700
odda,23,67467,246,16S_rRNA,74720,223860
odda,24,67467,311,16S_rRNA,82338,283010
odda,25,67467,252,16S_rRNA,192099,736190
odda,25,67467,59,COX1,26335,53690
odda,26,67467,311,COX1,119105,283010
odda,27,67467,311,COX1,116984,283010
odda,28,67467,134,COX1,264821,741650
