number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
64,false,./data/10d/10.phy.uniq,midpoint,8 minutes and 11 seconds,./output_scheduling/2015-12-17 10-28-35 data.csv,graphs/data-10d 2015-12-17 10-28-35
