description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,1079460,74,ZFX,11857,67340
odda,0,1079460,224,PNOC,27722,203840
odda,0,1079460,253,TYR,32661,230230
odda,0,1079460,383,CNR1,47707,348530
odda,0,1079460,463,EDG1,49413,421330
odda,0,1079460,484,COX3,176851,440440
odda,0,1079460,770,Cytb,255506,700700
odda,0,1079460,931,IRBP,136776,847210
odda,0,1079460,1385,ND5,419576,1260350
odda,1,1079460,149,BMI,18157,135590
odda,1,1079460,230,BDNF,31611,209300
odda,1,1079460,265,ND3,102305,241150
odda,1,1079460,408,ADRB2,49423,371280
odda,1,1079460,467,ND6,144902,424970
odda,1,1079460,498,ATP6,171861,453180
odda,1,1079460,809,16S_rRNA,192099,736190
odda,1,1079460,940,tRNAs,211898,855400
odda,1,1079460,8,ND5,421892,1267630
odda,1,1079460,1193,BRCA1,137495,1085630
odda,2,1079460,190,ATP8,74261,172900
odda,2,1079460,234,ND4L,89462,212940
odda,2,1079460,323,CREM,39995,293930
odda,2,1079460,436,RAG1,54399,396760
odda,2,1079460,467,COX2,160122,424970
odda,2,1079460,571,12S_rRNA,142511,519610
odda,2,1079460,815,COX1,264821,741650
odda,2,1079460,1016,ND4,318708,924560
odda,2,1079460,915,BRCA1,121844,832650
odda,3,1079460,215,ADORA3,31290,195650
odda,3,1079460,239,RAG2,27044,217490
odda,3,1079460,348,PLCB4,47952,316680
odda,3,1079460,457,ATP7A,51856,415870
odda,3,1079460,474,APP,52673,431340
odda,3,1079460,669,ND1,205835,608790
odda,3,1079460,865,ND2,270380,787150
odda,3,1079460,1095,APOB,118362,996450
odda,3,1079460,603,BRCA1,285527,2467010
cut,0,1079460,74,ZFX,11857,67340
cut,0,1079460,215,ADORA3,31290,195650
cut,0,1079460,383,CNR1,47707,348530
cut,0,1079460,457,ATP7A,51856,415870
cut,0,1079460,234,ND4L,89462,212940
cut,0,1079460,571,12S_rRNA,142511,519610
cut,0,1079460,484,COX3,176851,440440
cut,0,1079460,770,Cytb,255506,700700
cut,0,1079460,848,ND4,272538,771680
cut,1,1079460,149,BMI,18157,135590
cut,1,1079460,230,BDNF,31611,209300
cut,1,1079460,348,PLCB4,47952,316680
cut,1,1079460,474,APP,52673,431340
cut,1,1079460,265,ND3,102305,241150
cut,1,1079460,467,ND6,144902,424970
cut,1,1079460,809,16S_rRNA,192099,736190
cut,1,1079460,815,COX1,264821,741650
cut,1,1079460,168,ND4,70739,152880
cut,1,1079460,470,ND5,165977,427700
cut,2,1079460,239,RAG2,27044,217490
cut,2,1079460,253,TYR,32661,230230
cut,2,1079460,463,EDG1,49413,421330
cut,2,1079460,436,RAG1,54399,396760
cut,2,1079460,1095,APOB,118362,996450
cut,2,1079460,467,COX2,160122,424970
cut,2,1079460,669,ND1,205835,608790
cut,2,1079460,865,ND2,270380,787150
cut,2,1079460,584,ND5,198012,531440
cut,3,1079460,224,PNOC,27722,203840
cut,3,1079460,323,CREM,39995,293930
cut,3,1079460,408,ADRB2,49423,371280
cut,3,1079460,190,ATP8,74261,172900
cut,3,1079460,931,IRBP,136776,847210
cut,3,1079460,498,ATP6,171861,453180
cut,3,1079460,940,tRNAs,211898,855400
cut,3,1079460,2711,BRCA1,285527,2467010
cut,3,1079460,339,ND5,131537,308490
cut_low-src,0,1079460,74,ZFX,11857,67340
cut_low-src,0,1079460,215,ADORA3,31290,195650
cut_low-src,0,1079460,383,CNR1,47707,348530
cut_low-src,0,1079460,457,ATP7A,51856,415870
cut_low-src,0,1079460,234,ND4L,89462,212940
cut_low-src,0,1079460,571,12S_rRNA,142511,519610
cut_low-src,0,1079460,484,COX3,176851,440440
cut_low-src,0,1079460,770,Cytb,255506,700700
cut_low-src,0,1079460,878,ND4,285577,798980
cut_low-src,0,1079460,6,ND5,4831,5460
cut_low-src,1,1079460,149,BMI,18157,135590
cut_low-src,1,1079460,230,BDNF,31611,209300
cut_low-src,1,1079460,348,PLCB4,47952,316680
cut_low-src,1,1079460,474,APP,52673,431340
cut_low-src,1,1079460,265,ND3,102305,241150
cut_low-src,1,1079460,467,ND6,144902,424970
cut_low-src,1,1079460,809,16S_rRNA,192099,736190
cut_low-src,1,1079460,815,COX1,264821,741650
cut_low-src,1,1079460,138,ND4,53798,125580
cut_low-src,1,1079460,538,ND5,195794,489580
cut_low-src,2,1079460,239,RAG2,27044,217490
cut_low-src,2,1079460,253,TYR,32661,230230
cut_low-src,2,1079460,463,EDG1,49413,421330
cut_low-src,2,1079460,436,RAG1,54399,396760
cut_low-src,2,1079460,1095,APOB,118362,996450
cut_low-src,2,1079460,467,COX2,160122,424970
cut_low-src,2,1079460,669,ND1,205835,608790
cut_low-src,2,1079460,865,ND2,270380,787150
cut_low-src,2,1079460,558,ND5,185850,507780
cut_low-src,3,1079460,224,PNOC,27722,203840
cut_low-src,3,1079460,323,CREM,39995,293930
cut_low-src,3,1079460,408,ADRB2,49423,371280
cut_low-src,3,1079460,190,ATP8,74261,172900
cut_low-src,3,1079460,931,IRBP,136776,847210
cut_low-src,3,1079460,498,ATP6,171861,453180
cut_low-src,3,1079460,940,tRNAs,211898,855400
cut_low-src,3,1079460,2711,BRCA1,285527,2467010
cut_low-src,3,1079460,291,ND5,106664,264810
cut_low-src_red-max,0,1079460,74,ZFX,11857,67340
cut_low-src_red-max,0,1079460,215,ADORA3,31290,195650
cut_low-src_red-max,0,1079460,383,CNR1,47707,348530
cut_low-src_red-max,0,1079460,457,ATP7A,51856,415870
cut_low-src_red-max,0,1079460,234,ND4L,89462,212940
cut_low-src_red-max,0,1079460,571,12S_rRNA,142511,519610
cut_low-src_red-max,0,1079460,484,COX3,176851,440440
cut_low-src_red-max,0,1079460,770,Cytb,255506,700700
cut_low-src_red-max,0,1079460,878,ND4,285404,798980
cut_low-src_red-max,0,1079460,14,ND5,10341,12740
cut_low-src_red-max,1,1079460,149,BMI,18157,135590
cut_low-src_red-max,1,1079460,230,BDNF,31611,209300
cut_low-src_red-max,1,1079460,348,PLCB4,47952,316680
cut_low-src_red-max,1,1079460,474,APP,52673,431340
cut_low-src_red-max,1,1079460,265,ND3,102305,241150
cut_low-src_red-max,1,1079460,467,ND6,144902,424970
cut_low-src_red-max,1,1079460,809,16S_rRNA,192099,736190
cut_low-src_red-max,1,1079460,815,COX1,264821,741650
cut_low-src_red-max,1,1079460,138,ND4,53898,125580
cut_low-src_red-max,1,1079460,536,ND5,194678,487760
cut_low-src_red-max,2,1079460,239,RAG2,27044,217490
cut_low-src_red-max,2,1079460,253,TYR,32661,230230
cut_low-src_red-max,2,1079460,463,EDG1,49413,421330
cut_low-src_red-max,2,1079460,436,RAG1,54399,396760
cut_low-src_red-max,2,1079460,1095,APOB,118362,996450
cut_low-src_red-max,2,1079460,467,COX2,160122,424970
cut_low-src_red-max,2,1079460,669,ND1,205835,608790
cut_low-src_red-max,2,1079460,865,ND2,270380,787150
cut_low-src_red-max,2,1079460,555,ND5,184275,505050
cut_low-src_red-max,3,1079460,224,PNOC,27722,203840
cut_low-src_red-max,3,1079460,323,CREM,39995,293930
cut_low-src_red-max,3,1079460,408,ADRB2,49423,371280
cut_low-src_red-max,3,1079460,190,ATP8,74261,172900
cut_low-src_red-max,3,1079460,931,IRBP,136776,847210
cut_low-src_red-max,3,1079460,498,ATP6,171861,453180
cut_low-src_red-max,3,1079460,940,tRNAs,211898,855400
cut_low-src_red-max,3,1079460,2711,BRCA1,285527,2467010
cut_low-src_red-max,3,1079460,288,ND5,105706,262080
cut_red-max,0,1079460,74,ZFX,11857,67340
cut_red-max,0,1079460,215,ADORA3,31290,195650
