description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,3463140,103,gene111,3458,5253
odda,0,3463140,129,gene283,4353,6579
odda,0,3463140,149,gene31,4824,7599
odda,0,3463140,154,gene147,5234,7854
odda,0,3463140,165,gene61,5475,8415
odda,0,3463140,167,gene71,5479,8517
odda,0,3463140,180,gene78,5832,9180
odda,0,3463140,185,gene39,6153,9435
odda,0,3463140,191,gene54,6035,9741
odda,0,3463140,194,gene48,6170,9894
odda,0,3463140,210,gene89,6554,10710
odda,0,3463140,230,gene301,7240,11730
odda,0,3463140,232,gene69,7420,11832
odda,0,3463140,234,gene226,7300,11934
odda,0,3463140,235,gene214,7347,11985
odda,0,3463140,237,gene110,7380,12087
odda,0,3463140,240,gene12,7324,12240
odda,0,3463140,242,gene142,7464,12342
odda,0,3463140,245,gene5,7696,12495
odda,0,3463140,256,gene133,7796,13056
odda,0,3463140,264,gene231,8020,13464
odda,0,3463140,270,gene327,8248,13770
odda,0,3463140,274,gene155,8451,13974
odda,0,3463140,276,gene184,8379,14076
odda,0,3463140,290,gene24,9036,14790
odda,0,3463140,293,gene90,8759,14943
odda,0,3463140,299,gene179,9028,15249
odda,0,3463140,305,gene232,9076,15555
odda,0,3463140,310,gene219,9416,15810
odda,0,3463140,314,gene311,9191,16014
odda,0,3463140,323,gene87,9600,16473
odda,0,3463140,325,gene272,9656,16575
odda,0,3463140,330,gene151,9956,16830
odda,0,3463140,335,gene51,9940,17085
odda,0,3463140,335,gene165,9984,17085
odda,0,3463140,339,gene176,10220,17289
odda,0,3463140,351,gene11,10452,17901
odda,0,3463140,356,gene318,10472,18156
odda,0,3463140,364,gene75,10766,18564
odda,0,3463140,374,gene169,10976,19074
odda,0,3463140,381,gene218,11216,19431
odda,0,3463140,382,gene103,11296,19482
odda,0,3463140,384,gene107,11472,19584
odda,0,3463140,392,gene58,11656,19992
odda,0,3463140,393,gene97,11304,20043
odda,0,3463140,401,gene82,11660,20451
odda,0,3463140,408,gene273,11444,20808
odda,0,3463140,411,gene93,12092,20961
odda,0,3463140,413,gene149,12112,21063
odda,0,3463140,415,gene325,11800,21165
odda,0,3463140,420,gene17,12012,21420
odda,0,3463140,424,gene45,12360,21624
odda,0,3463140,439,gene197,12916,22389
odda,0,3463140,441,gene86,12668,22491
odda,0,3463140,445,gene68,12664,22695
odda,0,3463140,455,gene300,12792,23205
odda,0,3463140,463,gene166,13104,23613
odda,0,3463140,465,gene209,13352,23715
odda,0,3463140,468,gene326,13176,23868
odda,0,3463140,469,gene40,13516,23919
odda,0,3463140,471,gene47,13520,24021
odda,0,3463140,473,gene211,13452,24123
odda,0,3463140,477,gene154,13580,24327
odda,0,3463140,485,gene25,13744,24735
odda,0,3463140,505,gene8,14388,25755
odda,0,3463140,517,gene217,14452,26367
odda,0,3463140,520,gene56,14620,26520
odda,0,3463140,530,gene174,15036,27030
odda,0,3463140,531,gene230,14824,27081
odda,0,3463140,538,gene6,15424,27438
odda,0,3463140,545,gene187,15348,27795
odda,0,3463140,558,gene114,15336,28458
odda,0,3463140,573,gene185,15900,29223
odda,0,3463140,576,gene81,16168,29376
odda,0,3463140,578,gene141,16228,29478
odda,0,3463140,582,gene190,16228,29682
odda,0,3463140,597,gene238,16064,30447
odda,0,3463140,598,gene170,16788,30498
odda,0,3463140,601,gene180,16884,30651
odda,0,3463140,604,gene100,16648,30804
odda,0,3463140,609,gene3,16980,31059
odda,0,3463140,612,gene42,17096,31212
odda,0,3463140,618,gene314,16592,31518
odda,0,3463140,619,gene64,17212,31569
odda,0,3463140,625,gene20,17188,31875
odda,0,3463140,639,gene88,17536,32589
odda,0,3463140,647,gene246,17408,32997
odda,0,3463140,648,gene118,17920,33048
odda,0,3463140,658,gene74,18104,33558
odda,0,3463140,671,gene192,18576,34221
odda,0,3463140,674,gene2,18380,34374
odda,0,3463140,682,gene13,18620,34782
odda,0,3463140,684,gene138,18436,34884
odda,0,3463140,687,gene57,18972,35037
odda,0,3463140,689,gene313,18188,35139
odda,0,3463140,693,gene80,19180,35343
odda,0,3463140,706,gene181,19076,36006
odda,0,3463140,714,gene101,19160,36414
odda,0,3463140,723,gene280,19116,36873
odda,0,3463140,737,gene35,20180,37587
odda,0,3463140,740,gene55,20304,37740
odda,0,3463140,747,gene16,19996,38097
