number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
8,false,./data/404/404.phy.uniq,midpoint,16 minutes and 27 seconds,./output_scheduling/2015-12-17 15-59-22 data.csv,graphs/data-404 2015-12-17 15-59-22
