number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
32,false,./data/128/128.phy.uniq,midpoint,17 minutes and 2 seconds,./output_scheduling/2015-12-17 10-36-34 data.csv,graphs/data-128 2015-12-17 10-36-34
