number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
32,false,./data/59/59.phy.uniq,midpoint,4 minutes and 12 seconds,./output_scheduling/2015-12-17 10-32-21 data.csv,graphs/data-59 2015-12-17 10-32-21
