description,bin,lower_bound,sites,partition,op_optimized,op_maximum
odda,0,990709,161,gene86,5085,8211
odda,0,990709,172,gene15,5552,8772
odda,0,990709,205,gene1,6456,10455
odda,0,990709,207,gene17,6828,10557
odda,0,990709,220,gene32,6910,11220
odda,0,990709,281,gene6,8516,14331
odda,0,990709,298,gene9,9155,15198
odda,0,990709,320,gene24,9651,16320
odda,0,990709,355,gene95,9916,18105
odda,0,990709,378,gene4,11280,19278
odda,0,990709,408,gene19,11844,20808
odda,0,990709,424,gene76,11580,21624
odda,0,990709,457,gene23,12892,23307
odda,0,990709,488,gene30,14096,24888
odda,0,990709,507,gene89,13436,25857
odda,0,990709,521,gene84,14015,26571
odda,0,990709,540,gene77,14320,27540
odda,0,990709,556,gene44,15252,28356
odda,0,990709,565,gene83,15144,28815
odda,0,990709,576,gene100,15200,29376
odda,0,990709,579,gene69,15612,29529
odda,0,990709,592,gene14,16860,30192
odda,0,990709,602,gene18,16896,30702
odda,0,990709,605,gene67,16384,30855
odda,0,990709,618,gene74,16304,31518
odda,0,990709,628,gene31,17280,32028
odda,0,990709,657,gene13,18152,33507
odda,0,990709,665,gene25,18196,33915
odda,0,990709,679,gene51,18040,34629
odda,0,990709,691,gene93,17936,35241
odda,0,990709,694,gene16,19168,35394
odda,0,990709,735,gene37,19968,37485
odda,0,990709,755,gene33,20788,38505
odda,0,990709,808,gene94,20304,41208
odda,0,990709,855,gene96,21304,43605
odda,0,990709,866,gene11,23540,44166
odda,0,990709,927,gene88,23076,47277
odda,0,990709,953,gene54,24276,48603
odda,0,990709,1013,gene39,25900,51663
odda,0,990709,1064,gene66,26936,54264
odda,0,990709,1067,gene53,27548,54417
odda,0,990709,1105,gene56,28020,56355
odda,0,990709,1192,gene59,29592,60792
odda,0,990709,1256,gene47,31276,64056
odda,0,990709,1391,gene82,32892,70941
odda,0,990709,1483,gene43,35560,75633
odda,0,990709,1564,gene60,38120,79764
odda,0,990709,1629,gene73,37728,83079
odda,0,990709,1880,gene70,44488,95880
odda,0,990709,2409,gene50,55164,122859
odda,0,990709,776,gene99,63632,143616
odda,1,990709,167,gene8,5334,8517
odda,1,990709,192,gene42,6260,9792
odda,1,990709,205,gene2,6640,10455
odda,1,990709,208,gene3,6498,10608
odda,1,990709,241,gene75,7077,12291
odda,1,990709,287,gene64,8612,14637
odda,1,990709,307,gene97,8671,15657
odda,1,990709,346,gene63,10076,17646
odda,1,990709,358,gene28,10628,18258
odda,1,990709,382,gene79,10596,19482
odda,1,990709,409,gene71,11179,20859
odda,1,990709,428,gene45,12332,21828
odda,1,990709,474,gene85,12899,24174
odda,1,990709,493,gene40,13512,25143
odda,1,990709,512,gene20,14524,26112
odda,1,990709,529,gene34,15236,26979
odda,1,990709,550,gene48,15152,28050
odda,1,990709,563,gene5,15724,28713
odda,1,990709,569,gene10,16052,29019
odda,1,990709,578,gene49,15528,29478
odda,1,990709,585,gene29,16240,29835
odda,1,990709,600,gene21,16960,30600
odda,1,990709,604,gene36,16660,30804
odda,1,990709,605,gene7,16944,30855
odda,1,990709,627,gene58,17096,31977
odda,1,990709,633,gene27,17796,32283
odda,1,990709,659,gene78,16772,33609
odda,1,990709,668,gene12,18280,34068
odda,1,990709,682,gene62,18192,34782
odda,1,990709,693,gene72,18052,35343
odda,1,990709,721,gene98,18328,36771
odda,1,990709,752,gene52,19792,38352
odda,1,990709,761,gene35,20812,38811
odda,1,990709,808,gene87,20608,41208
odda,1,990709,862,gene46,21892,43962
odda,1,990709,879,gene61,22480,44829
odda,1,990709,930,gene38,24268,47430
odda,1,990709,978,gene92,23860,49878
odda,1,990709,1022,gene65,25992,52122
odda,1,990709,1065,gene90,26116,54315
odda,1,990709,1102,gene68,27580,56202
odda,1,990709,1168,gene57,29192,59568
odda,1,990709,1252,gene81,29868,63852
