number_of_bins,groundtruth,phylip_file,sample_root,program_runtime,data_file,graph_file_name
2,false,./data/10c/10.phy.uniq,midpoint,58 seconds,./output_scheduling/2015-12-17 15-41-39 data.csv,graphs/data-10c 2015-12-17 15-41-39
